College,Playground,Auditorium,Theatre,Library,Laboratory,Conference Hall,Health Center,Gymnasium/ Fitness Center,Indoor Stadium,Common Room,Computer Center,Cafeteria,Guest House
"Sri Chundi Ranganayakulu Engineering College, Ganapavaram, Chilakaluripet, PIN-522 619(CC-90) (Id: C-17954)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri C L Y Samskrita College, Dharwad (Id: C-13500)",No,No,No,No,No,No,No,No,No,No,No,No,No
S.R.I. College of Engineering & Technology (Id: C-16612),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri C.V. Raman College of Computer Science (Id: C-39463),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Sri Dadaji Institute of Technology & Science, Rehmapur, Khandwa Dist. East Nimar-450001 (Id: C-36266)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI D.A. MEDICAL COLLEGE & RESEARCH CENTER, SEMRI, (Id: C-12191)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri Datta Sai College of MCA (Id: C-26941),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri D Devaraj Urs Govt First Grade College, Hunsur (Id: C-17589)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"SRI DEEN DAYAL KUSHWAHA MAHAVIDYALAYA, SAMBHALPUR, (Id: C-12083)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri Devaraj Urs College of Nursing (Id: C-40165),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Devaraj Urs Institute of Management, RLJIT Campus, Kodigehalli, Doddaballapura, Bangalore Rural District. (Id: C-21241)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri Devaraj Urs Medical College (Id: C-15585),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
SRIDEVI ARTS AND SCIENCE COLLEGE (Id: C-43969),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
Sridevi College of Education (Id: C-6938),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
Sri Devi College of Education (Id: C-14425),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Devi College of Fashion Design, Ballalbagh, Mangalore-575003 (Id: C-17016)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
"Sri Devi College of Hotel Management, Maina Towers, Ballal Bagh, Mangalore-575003 (Id: C-16933)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes
"Sri Devi College of Interior Design, Poonja Building, Lalbagh, Mangalore-575003 (Id: C-16927)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"SRI DEVI COLLEGE OF NURSING, THIRUVALLUR (Id: C-45805)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sridevi First Grade College (Id: C-6963),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sridevi Institute of Management Studies (Id: C-6977),Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Sri Devi Institute of Social Work, Ballalbagh, Mangalore-575003 (Id: C-17000)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
"Sri Devi Kumari Women's College, Kuzhithurai, Kanyakumari Dist (Id: C-41163)",No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
Sridevi Post Graduate Centre (Id: C-6912),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI DEVI PRASAD MAHAVIDYALAYA, PILAKHANI, JANGHAI, (Id: C-12073)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Dharmasthala Manjunatheshwara College of Buisiness Management, Mangalore-575003 (Id: C-16978)",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
Sri. Dharmasthala Manjunatheshwara College of Naturopathy & Yogic Sciences Centre (Id: C-40344),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Sri Dharmasthala Manjunatheshwara College of Nursing (Id: C-40557),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Dharmasthala Manjunatheshwara College, Ujire-574240, Belthangady (Id: C-16801)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Dharmasthala Manjunatheshwara Law College, Mangalore-575003 (Id: C-16808)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
Sri Dharmasthala Manjunatheswara College of Dharwad (Id: C-40531),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRIDHAR SINGH YADAV MAHAVIDYALAYA, GOSAURA KALA, (Id: C-12136)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Dhawala College, Moodabidri - 574227 (Id: C-16912)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
Sri Digambar Jain Sanskrit PG College (Id: C-26541),Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
"Sri Digvijaya College of Education, Turuvekere (Id: C-7000)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRI DIMOND DEGREE COLLEGE, MAHUIPURI, (Id: C-12524)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"SRI D.P. VERMA MEMORIAL DEGREE COLLEGE, KHAGESIYAMAU, (Id: C-12328)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
SRI DURGA MALLESWARA SAMSKRUTHANDRA KALASALA (Id: C-25348),Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"Sri Durgaparameshwari Temple First Grade College, Kateel-574148 (Id: C-16853)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Sri Durga Sanskrit P.G. Studies & Research Centrem Kateel-574148 (Id: C-17020),Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
Sri Eshwar College of Engineering (Id: C-37057),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Eshwar Reddy College of Law, Tirupati (Id: C-27653)",No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
"Sri Gaayathri College of Management Sciences, Mulug Road, Warangal (Id: C-27216)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Gaayathri Degree College, Ramnagar, Hanamkonda (Id: C-27495)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Gajanana Samskrita College, Sudi (Id: C-13499)",Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
SRI GAJENDRA SINGH SMRATI VIDHI M/V (Id: C-48423),Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
"Sri Gandhadh Kavalu FGC , Magadi Road, Bangalore-79 (Id: C-20813)",Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
"SRI GANDHI DEGREE COLLEGE, SIDHAULI, (Id: C-12608)",No,No,No,No,No,No,No,No,No,No,No,No,No
Sri Ganesh College of Arts & Science (Id: C-9559),Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No
Sri Ganesh college of catering and hotel management (Id: C-9486),No,No,No,No,No,No,No,No,No,No,No,No,No
Sri Ganesh College of Education (Id: C-14890),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
Sri Ganesh College of Engineering & Technology (Id: C-6544),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
Sri Ganesh School of Business management (Id: C-37062),Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Sri Gangadhareshwara First Grade College, Thovinakere (Id: C-6986)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"SRI GANGA MEMORIAL GIRLS DEGREE COLLEGE, PAISAR, BARABANKI (Id: C-42634)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Ganganagar College of Ayurved Science & Hospital, Sri Ganganagar (Id: C-26226)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Gangarasa College of Fine Arts, Kengal Channapatna-571501. (Id: C-20825)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri. Gavisiddeswara Arts, Science & Commerce College, Koppal - 583 231. (Id: C-8554)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
"Sri. Gavisiddeswara College of Education, Koppal. (Id: C-8570)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"SRI GAYADEEN MAURYA MAHAVIDYALAYA, RATHGAON, BAMURAHA, (Id: C-12528)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Sri Gayatri Vidya Parishad Degree College (Id: C-32715),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
SRI GCSR COLLEGE OF EDUCATION (Id: C-24947),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
SRI. GCSR. DEGREE COLLEGE (Id: C-24922),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
Sri Gee College of Arts and Science (Id: C-41129),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRI GEERAVANI INSTITUTE OF MANAGEMENT, CHOPPANDI (Id: C-21546)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
"SRI GHANAMATHESHWAR COLLEGE OF EDU, TALIKOTI (Id: C-10140)",Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
"Sri Ghanshyam Dubey Mahavidyalaya, Suriyawa, Sant Ravidas Nagar, Bhadohi (Id: C-13623)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRI GHURAI LAL VERMA SCIENCE MAHAVIDYALAYA, NAYAGAON, (Id: C-12189)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Gokarnanatheshwara College of Education, Mangalore (Id: C-16832)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"Sri Gokarnatheshwara College, Gandhinagar, Mangalore-576003 (Id: C-17015)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No
"Sri Gokula College of Arts, Science & management Studies, Jayanagar, Kolar-563 101. (Id: C-20886)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri Gokulakrishna College of Education (Id: C-14732),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
"SRI GOKULAM COLLEGE OF NURSING, SALEM (Id: C-45697)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI GOKULAM HOSPITAL, SALEM (Id: C-45701)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
"SRI GOPINATH SINGH LAW COLLEGE, YADUVANSH NAGAR, TALGRAM , (Id: C-12481)",Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No
Sri Govardhan Sanskrit PG college (Id: C-26631),Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
"Sri. Govindatheertha College, Visveshwaranagar, Nandi Chikkaballapur road, Chikkaballapur Dist. (Id: C-21180)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"Sri Govind Prabhu Arts Commerce College, Balapur (Id: C-18961)",Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
"Sri Govindrao Wanjari College of Engineering and Technology, Godhani (Id: C-18634)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Gowtham College of Education, Darsi (Id: C-39447)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Gowtham Degree College, Kandulapuram (Id: C-41009)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI GOWTHAMI DEGREE COLELGE, NARSAPUR, W.G.DIST (Id: C-39496)",Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No
"Sri Gowthami Degree College, Darsi (Id: C-41011)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Gowthami Degree College, Kunavaram, Khammam (Id: C-27408)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI G R GANDHI ARTS&SRI Y A PATIL COMM COLLEGE, INDI (Id: C-10119)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
"SRI G S Y D SMARAK MAHAVIDHYALYA SHANKARPUR KUDARKOT, AURRAIYA (Id: C-46442)",Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes
Sri Gujarathi Vidhya Mandir Degree College for Women (Id: C-25449),Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No
"Sri Gulab Singh Govt. Degree College, Chakrata, Dehradun (Id: C-24545)",No,No,No,Yes,No,No,No,No,No,No,No,No,No
"SRI GULAB SINGH MAHAVIDYALAYA, BARMUPUR, (Id: C-12342)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri. Gurubasappa Revansidappa Goled Arts & Commerce College for Women, Shahabad (Id: C-8659)",Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
Sri Guru Gobind Singh College of Commerce (Id: C-6413),Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No
"Sri Guru Gobind Singh College, Sector-26 (Id: C-29433)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
"Sri Guru Gorakhnath Degree College, Jogia, Ghughali, maharajganj (Id: C-14219)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Guru Hari Singh College, Sri Jiwan Nagar (Id: C-22453)",Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
"Sri Guru Harkrishan College of Management and Technology, Raipur, Bahadurgarh (Id: C-22235)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Sri Guru Harkrishan Sahib Khalsa College, Panjokhra Sahib (Id: C-10599)",Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
"Sri Guru Har Rai Sahib College for Women, Chabbewal (Id: C-29288)",Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
Sriguru Institute Of Technology (Id: C-36994),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sri Gurukul Mahavidyalaya, Dadari, Badhalganj, Gorakhpur (Id: C-14078)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
Sri Guru Nanak Dev Khalsa College (Id: C-6406),No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
Sri Guru Nanak Girls College (Id: C-36880),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"SRI GURUNANAK KANYA DEGREE COLLEGE, GOLA GOKARANNATH, (Id: C-12520)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No
"SRI GURU NANAK MAHAVIDYALAYA, LAKHIMPUR, (Id: C-12591)",Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
"Sri Guru Ram Das Institute of Medical Sciences & Research, VPO Vallah (Id: C-29146)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Guru Ram Rai P.G Degree College,Dehradun (Id: C-24527)",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
SRI GURUSARVABHOUMA VEDA SAMSKRIT COLLEGE (Id: C-47778),Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
"Sri Guru Teg Bahadur College of Education, Khankot, Amritsar (Id: C-27989)",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
Sri Guru Teg Bahadur Khalsa College (Id: C-6353),Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
Sri Guru Tegh Bahadur Institute of Management and Information Technology (Id: C-32903),Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No
"Sri. Guruthipperudra College, Gandhinagar, Bellary - 583 103. (Id: C-8577)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Sri GVG Visalakshi College for Women (Id: C-41052),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sri Gyaneshwar Maharaj Commerce and Science College, sonegaon (Id: C-18529)",No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
"SRI HANUMANT PAL MAHAVIDYALAYA, CHUAPIRAN, KADA, (Id: C-12596)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
"Sri Harpal Shastri Smarak Mahavidyalaya, Pheena (Id: C-13458)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Harsha's Womens Degree College, Cumbum (Id: C-44486)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Harshini Degree College, Martur (Id: C-41024)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Harshini Degree College, Ongole (Id: C-41023)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI HARSHITHA DEGREE COLLEGE,KATARAM (Id: C-21502)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Sri Hasanamba Dental College (Id: C-40176),Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
SRI HAYAGREEVA ARTS & SCIENCE COLLEGE (Id: C-36510),Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
"Sri H.D Devegowda Government First Grade College,Paduvalahippe (Id: C-17588)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Hemadri B.Ed. College, Murandhalli Cross, Arekalalli post, Srinivasapura Road, Kolar-563 101. (Id: C-20790)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
Sri Hindu College of Engineering & Technology (Id: C-19647),Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
"Sri Honnadevi Government First Grade College, Dandinashivara (Id: C-6994)",Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No
"Sri. H.R. Sri Ramulu Memorial College, Gangavathi. (Id: C-8572)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Hucheshwar Vidyavardhak Sanghas, Education College for Women, Kamatgi (Id: C-8631)",Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No
Sri Indu College of Education (Id: C-25834),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
Sri Indu Institute of Management (Id: C-25854),Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
Sri Indu P.G College (Id: C-26103),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
Sri Jagadaraddya Jayashantilingeshwar Educational Society's Matoshri A. Mallamma Sharnappa Patil Arts College for women Devdurg (Id: C-8684),Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Sri Jagadguru Balagangadaranatha Swamy College of Physical Education, SBJS Campus, Chikkaballpura-562101. (Id: C-20611)",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
"Sri.Jagadguru Fakkireshwar Govt., I Grade College, Shirahatti. (Id: C-35620)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
SRI JAGADGURU GURU GURUBASAVESHWARA SAMSKRIT COLLEGE (Id: C-47780),Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Sri Jagadguru Murugharajendra Arts,Science and Commerce College, Chitradurga. (Id: C-17733)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
"Sri Jagadguru Murugharajendra Womens College, Chitradurga. (Id: C-17670)",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
"Sri Jagadguru Panditharadhya Arts College, Hunasemaranahalli-56217. (Id: C-20800)",Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No
SRI JAGADGURU RENUKACHARYA SAMSKRIT VEDAÂ COLLEGE (Id: C-47776),Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
"Sri Jagannath College, Kaipadar, Khurda (Id: C-39657)",Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No
"Sri Jagannath Mahavidyalaya,Nauganhat,Jagatsinghpur (Id: C-39557)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
"Sri Jagannath Mahavidyalaya, Rambha (Id: C-39356)",Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
Sri Jagannath Sanskrit College (Id: C-44089),Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
"SRI JAGDAMBA PRASAD MAHILA MAHAVIDYALAYA, (Id: C-12391)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes
"Sri Jagduguru Panchachairya Chitrakala Mahavidyalaya, Shimoga (Id: C-26726)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"SRI JAGVIR SINGH CHAUHAN MEMORIAL COLLEGE,ALIPUR, ETAH (Id: C-15368)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
"Sri Jai Bharat Chitrakala Mahavidyalaya, Mandya (Id: C-26677)",Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No
"SRI JALIM PRASAD MAHAVIDYALAYA, SHAHPUR, GANGAKHERA, (Id: C-12680)",Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
"SRIJAN COLLEGE, LOUNDI (Id: C-44982)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"Srijan Edu. College, Chhatarpur (Id: C-19178)",Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
Srijan Mahavidyalaya Bhatevara Machhalishahar Jaunpur (Id: C-15880),Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
"Sri Jattangi Rameswara Rural First Grade College, Rampura. (Id: C-42254)",Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
"Sri Jayachamarajendra College of Engg., MYSORE (Id: C-1412)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Jayachamarajendra College of Engineering, Mysore (QIP Centre) (Id: C-1247)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Jayachamrajendra College of Engg (Even.), MYSORE (Id: C-1272)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
"Sri Jayadev College of Edu.&Tech.,Naharkanta,BBSR, Khurda (Id: C-39618)",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
"Sri Jayadev College of Pharmaceutical Sciences (SJCPS), Bhubaneswar (Id: C-30054)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
Sri JayaJothi College of Education (Id: C-14832),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Jayanna College of education, Challkere (Id: C-17717)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
"Sri J.C.B.M. College, Sringeri. (Id: C-17835)",Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No
"Sri Jeevana Jyothi Degree College, Giddalur (Id: C-41010)",Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
Sri Jeyandra Saraswathy Maha Vidyalaya College of Arts & Science (Id: C-41082),Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
"SRI JI BABA SARASWATI COLLEGE,MATHURA (Id: C-15362)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
Sriji Degree College (Id: C-32774),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"SRIJI INSTITUTE OF NURSING SCIENCE, MANDSAUR (Id: C-47243)",No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
"Sri Jivanrao Sitaram Patil Arts Commerce Science, Dhanora (Id: C-18801)",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
"Sri.Jnaneshwari College of Education, Sagar Road, Ayodhya Nagar, Bhatkal. (Id: C-35644)",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Kaginele Mahasamsthana Kanakaguru peetha College of Education, Adichunchanagiri Road Kuvempunagar, (Id: C-17475)",Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No
"SRI KAILASH NATH KATIYAR MAHAVIDYALAYA, SIKANDARA, (Id: C-12427)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
"Sri Kakatiya Degree College, Bhadrachalam (Gowthami, Nelakondapally) (Id: C-27583)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Kakatiya Degree College, Predakurapadu (Id: C-42776)",Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
SRI KAKATIYA DEGREE KALASALA (Id: C-25420),Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
"Sri Kakatiya Institute of Pharmaceutical Sciences, Unikicherla (Id: C-27566)",Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No
"Sri Kalabhairaveshwara Samskrita Vedagama College, Aadichunchanagiri (Id: C-13498)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sri Kalabhyraveshwara Swamy College of Nursing (Id: C-40064),Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
Sri Kalabyreshwara Ayurvedic Medical College (Id: C-40431),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
