Date,zone,centre,Price
06-08-03,1,LUDHIANA,650
06-08-03,1,LUCKNOW,340
06-08-03,1,KANPUR,300
06-08-03,1,CHANDIGARH,210
06-08-03,1,DELHI,535
06-08-03,2,AHMEDABAD,607
06-08-03,2,RAJKOT,400
06-08-03,2,PANAJI,675
06-08-03,2,BHOPAL,130
06-08-03,2,INDORE,NA
06-08-03,2,MUMBAI,560
06-08-03,2,NAGPUR,325
06-08-03,2,JAIPUR,300
06-08-03,2,JODHPUR,350
06-08-03,3,GUWAHATI,400
06-08-03,3,PATNA,350
06-08-03,3,SHILLONG,350
06-08-03,3,AIZAWL,660
06-08-03,3,BHUBANESHWAR,340
06-08-03,3,CUTTACK,340
06-08-03,3,KOLKATA,370
06-08-03,3,AGARTALA,550
06-08-03,4,HYDERABAD,400
06-08-03,4,VIJAYAWADA,700
06-08-03,4,BANGALORE,500
06-08-03,4,THIRUVANANTHAPURAM,960
06-08-03,4,ERNAKULAM,900
06-08-03,4,CHENNAI,600
06-08-03,4,MADURAI,900
06-08-03,4,PONDICHERRY,650
13-08-03,1,HISAR,400
13-08-03,1,KARNAL,300
13-08-03,1,SHIMLA,670
13-08-03,1,MANDI,650
13-08-03,1,SRINAGAR,NA
13-08-03,1,JAMMU,NA
13-08-03,1,AMRITSAR,450
13-08-03,1,LUDHIANA,900
13-08-03,1,LUCKNOW,340
13-08-03,1,KANPUR,300
13-08-03,1,CHANDIGARH,200
13-08-03,1,DELHI,550
13-08-03,2,AHMEDABAD,607
13-08-03,2,RAJKOT,500
13-08-03,2,PANAJI,600
13-08-03,2,BHOPAL,130
13-08-03,2,INDORE,NA
13-08-03,2,MUMBAI,525
13-08-03,2,NAGPUR,250
13-08-03,2,JAIPUR,300
13-08-03,2,JODHPUR,350
13-08-03,3,GUWAHATI,380
13-08-03,3,PATNA,350
13-08-03,3,SHILLONG,350
13-08-03,3,AIZAWL,660
13-08-03,3,BHUBANESHWAR,280
13-08-03,3,CUTTACK,340
13-08-03,3,KOLKATA,340
13-08-03,3,AGARTALA,550
13-08-03,4,HYDERABAD,400
13-08-03,4,VIJAYAWADA,700
13-08-03,4,BANGALORE,500
13-08-03,4,THIRUVANANTHAPURAM,960
13-08-03,4,ERNAKULAM,900
13-08-03,4,CHENNAI,600
13-08-03,4,MADURAI,900
13-08-03,4,PONDICHERRY,550
20-08-03,1,HISAR,350
20-08-03,1,KARNAL,300
20-08-03,1,SHIMLA,670
20-08-03,1,MANDI,600
20-08-03,1,SRINAGAR,NA
20-08-03,1,JAMMU,NA
20-08-03,1,AMRITSAR,450
20-08-03,1,LUDHIANA,900
20-08-03,1,LUCKNOW,310
20-08-03,1,KANPUR,300
20-08-03,1,CHANDIGARH,200
20-08-03,1,DELHI,475
20-08-03,2,AHMEDABAD,600
20-08-03,2,RAJKOT,500
20-08-03,2,PANAJI,650
20-08-03,2,BHOPAL,NA
20-08-03,2,INDORE,NA
20-08-03,2,MUMBAI,525
20-08-03,2,NAGPUR,475
20-08-03,2,JAIPUR,300
20-08-03,2,JODHPUR,350
20-08-03,3,GUWAHATI,380
20-08-03,3,PATNA,350
20-08-03,3,SHILLONG,350
20-08-03,3,AIZAWL,660
20-08-03,3,BHUBANESHWAR,300
20-08-03,3,CUTTACK,340
20-08-03,3,KOLKATA,320
20-08-03,3,AGARTALA,550
20-08-03,4,HYDERABAD,500
20-08-03,4,VIJAYAWADA,600
20-08-03,4,BANGALORE,650
20-08-03,4,THIRUVANANTHAPURAM,960
20-08-03,4,ERNAKULAM,900
20-08-03,4,CHENNAI,600
20-08-03,4,MADURAI,800
20-08-03,4,PONDICHERRY,650
27-08-03,1,HISAR,350
27-08-03,1,KARNAL,300
27-08-03,1,SHIMLA,700
27-08-03,1,MANDI,550
27-08-03,1,SRINAGAR,NA
27-08-03,1,JAMMU,NA
27-08-03,1,AMRITSAR,800
27-08-03,1,LUDHIANA,800
27-08-03,1,LUCKNOW,300
27-08-03,1,KANPUR,300
27-08-03,1,CHANDIGARH,200
27-08-03,1,DELHI,462
27-08-03,2,AHMEDABAD,500
27-08-03,2,RAJKOT,500
27-08-03,2,PANAJI,650
27-08-03,2,BHOPAL,NA
27-08-03,2,INDORE,NA
27-08-03,2,MUMBAI,530
27-08-03,2,NAGPUR,375
27-08-03,2,JAIPUR,300
27-08-03,2,JODHPUR,350
27-08-03,3,GUWAHATI,370
27-08-03,3,PATNA,350
27-08-03,3,SHILLONG,300
27-08-03,3,AIZAWL,660
27-08-03,3,BHUBANESHWAR,300
27-08-03,3,CUTTACK,340
27-08-03,3,KOLKATA,300
27-08-03,3,AGARTALA,525
27-08-03,4,HYDERABAD,500
27-08-03,4,VIJAYAWADA,600
27-08-03,4,BANGALORE,600
27-08-03,4,THIRUVANANTHAPURAM,810
27-08-03,4,ERNAKULAM,800
27-08-03,4,CHENNAI,600
27-08-03,4,MADURAI,800
27-08-03,4,PONDICHERRY,650
03-09-03,1,HISAR,350
03-09-03,1,KARNAL,400
03-09-03,1,SHIMLA,675
03-09-03,1,MANDI,550
03-09-03,1,SRINAGAR,NA
03-09-03,1,JAMMU,NA
03-09-03,1,AMRITSAR,800
03-09-03,1,LUDHIANA,800
03-09-03,1,LUCKNOW,290
03-09-03,1,KANPUR,200
03-09-03,1,CHANDIGARH,190
03-09-03,1,DELHI,452
03-09-03,2,AHMEDABAD,500
03-09-03,2,RAJKOT,500
03-09-03,2,PANAJI,650
03-09-03,2,BHOPAL,NA
03-09-03,2,INDORE,NA
03-09-03,2,MUMBAI,585
03-09-03,2,NAGPUR,375
03-09-03,2,JAIPUR,300
03-09-03,2,JODHPUR,350
03-09-03,3,GUWAHATI,400
03-09-03,3,PATNA,350
03-09-03,3,SHILLONG,300
03-09-03,3,AIZAWL,660
03-09-03,3,BHUBANESHWAR,300
03-09-03,3,CUTTACK,330
03-09-03,3,KOLKATA,300
03-09-03,3,AGARTALA,525
03-09-03,4,HYDERABAD,600
03-09-03,4,VIJAYAWADA,650
03-09-03,4,BANGALORE,480
03-09-03,4,THIRUVANANTHAPURAM,810
03-09-03,4,ERNAKULAM,800
03-09-03,4,CHENNAI,600
03-09-03,4,MADURAI,800
03-09-03,4,PONDICHERRY,750
10-09-03,1,HISAR,400
10-09-03,1,KARNAL,400
10-09-03,1,SHIMLA,725
10-09-03,1,MANDI,550
10-09-03,1,SRINAGAR,NA
10-09-03,1,JAMMU,NA
10-09-03,1,AMRITSAR,800
10-09-03,1,LUDHIANA,800
10-09-03,1,LUCKNOW,285
10-09-03,1,KANPUR,200
10-09-03,1,CHANDIGARH,200
10-09-03,1,DELHI,462
10-09-03,2,AHMEDABAD,500
10-09-03,2,RAJKOT,500
10-09-03,2,PANAJI,650
10-09-03,2,BHOPAL,NA
10-09-03,2,INDORE,NA
10-09-03,2,MUMBAI,530
10-09-03,2,NAGPUR,475
10-09-03,2,JAIPUR,275
10-09-03,2,JODHPUR,300
10-09-03,3,GUWAHATI,350
10-09-03,3,PATNA,350
10-09-03,3,SHILLONG,300
10-09-03,3,AIZAWL,660
10-09-03,3,BHUBANESHWAR,300
10-09-03,3,CUTTACK,340
10-09-03,3,KOLKATA,300
10-09-03,3,AGARTALA,500
10-09-03,4,HYDERABAD,600
10-09-03,4,VIJAYAWADA,550
10-09-03,4,BANGALORE,440
10-09-03,4,THIRUVANANTHAPURAM,810
10-09-03,4,ERNAKULAM,800
10-09-03,4,CHENNAI,600
10-09-03,4,MADURAI,800
10-09-03,4,PONDICHERRY,550
17-09-03,1,HISAR,350
17-09-03,1,KARNAL,400
17-09-03,1,SHIMLA,725
17-09-03,1,MANDI,550
17-09-03,1,SRINAGAR,NA
17-09-03,1,JAMMU,NA
17-09-03,1,AMRITSAR,800
17-09-03,1,LUDHIANA,800
17-09-03,1,LUCKNOW,280
17-09-03,1,KANPUR,200
17-09-03,1,CHANDIGARH,200
17-09-03,1,DELHI,462
17-09-03,2,AHMEDABAD,500
17-09-03,2,RAJKOT,450
17-09-03,2,PANAJI,650
17-09-03,2,BHOPAL,NA
17-09-03,2,INDORE,NA
17-09-03,2,MUMBAI,570
17-09-03,2,NAGPUR,387
17-09-03,2,JAIPUR,275
17-09-03,2,JODHPUR,300
17-09-03,3,GUWAHATI,350
17-09-03,3,PATNA,350
17-09-03,3,SHILLONG,300
17-09-03,3,AIZAWL,660
17-09-03,3,BHUBANESHWAR,300
17-09-03,3,CUTTACK,320
17-09-03,3,KOLKATA,300
17-09-03,3,AGARTALA,500
17-09-03,4,HYDERABAD,600
17-09-03,4,VIJAYAWADA,550
17-09-03,4,BANGALORE,440
17-09-03,4,THIRUVANANTHAPURAM,810
17-09-03,4,ERNAKULAM,800
17-09-03,4,CHENNAI,450
17-09-03,4,MADURAI,800
17-09-03,4,PONDICHERRY,650
24-09-03,1,HISAR,350
24-09-03,1,KARNAL,400
24-09-03,1,SHIMLA,725
24-09-03,1,MANDI,550
24-09-03,1,SRINAGAR,NA
24-09-03,1,JAMMU,NA
24-09-03,1,AMRITSAR,800
24-09-03,1,LUDHIANA,800
24-09-03,1,LUCKNOW,290
24-09-03,1,KANPUR,250
24-09-03,1,CHANDIGARH,170
24-09-03,1,DELHI,460
24-09-03,2,AHMEDABAD,500
24-09-03,2,RAJKOT,450
24-09-03,2,PANAJI,650
24-09-03,2,BHOPAL,NA
24-09-03,2,INDORE,NA
24-09-03,2,MUMBAI,595
24-09-03,2,NAGPUR,375
24-09-03,2,JAIPUR,275
24-09-03,2,JODHPUR,350
24-09-03,3,GUWAHATI,380
24-09-03,3,PATNA,350
24-09-03,3,SHILLONG,300
24-09-03,3,AIZAWL,580
24-09-03,3,BHUBANESHWAR,300
24-09-03,3,CUTTACK,310
24-09-03,3,KOLKATA,280
24-09-03,3,AGARTALA,500
24-09-03,4,HYDERABAD,600
24-09-03,4,VIJAYAWADA,650
24-09-03,4,BANGALORE,430
24-09-03,4,THIRUVANANTHAPURAM,810
24-09-03,4,ERNAKULAM,800
24-09-03,4,CHENNAI,450
24-09-03,4,MADURAI,800
24-09-03,4,PONDICHERRY,550
01-10-03,1,HISAR,350
01-10-03,1,KARNAL,400
01-10-03,1,SHIMLA,725
01-10-03,1,MANDI,550
01-10-03,1,SRINAGAR,NA
01-10-03,1,JAMMU,NA
01-10-03,1,AMRITSAR,800
01-10-03,1,LUDHIANA,900
01-10-03,1,LUCKNOW,290
01-10-03,1,KANPUR,250
01-10-03,1,CHANDIGARH,170
01-10-03,1,DELHI,470
01-10-03,2,AHMEDABAD,500
01-10-03,2,RAJKOT,400
01-10-03,2,PANAJI,600
01-10-03,2,BHOPAL,NA
01-10-03,2,INDORE,NA
01-10-03,2,MUMBAI,520
01-10-03,2,NAGPUR,525
01-10-03,2,JAIPUR,275
01-10-03,2,JODHPUR,350
01-10-03,3,GUWAHATI,380
01-10-03,3,PATNA,350
01-10-03,3,SHILLONG,300
01-10-03,3,AIZAWL,580
01-10-03,3,BHUBANESHWAR,280
01-10-03,3,CUTTACK,310
01-10-03,3,KOLKATA,280
01-10-03,3,AGARTALA,525
01-10-03,4,HYDERABAD,450
01-10-03,4,VIJAYAWADA,650
01-10-03,4,BANGALORE,430
01-10-03,4,THIRUVANANTHAPURAM,750
01-10-03,4,ERNAKULAM,750
01-10-03,4,CHENNAI,450
01-10-03,4,MADURAI,800
01-10-03,4,PONDICHERRY,550
08-10-03,1,HISAR,350
08-10-03,1,KARNAL,300
08-10-03,1,SHIMLA,625
08-10-03,1,MANDI,550
08-10-03,1,SRINAGAR,NA
08-10-03,1,JAMMU,NA
08-10-03,1,AMRITSAR,800
08-10-03,1,LUDHIANA,900
08-10-03,1,LUCKNOW,320
08-10-03,1,KANPUR,250
08-10-03,1,CHANDIGARH,170
08-10-03,1,DELHI,435
08-10-03,2,AHMEDABAD,600
08-10-03,2,RAJKOT,440
08-10-03,2,PANAJI,600
08-10-03,2,BHOPAL,NA
08-10-03,2,INDORE,NA
08-10-03,2,MUMBAI,550
08-10-03,2,NAGPUR,425
08-10-03,2,JAIPUR,250
08-10-03,2,JODHPUR,375
08-10-03,3,GUWAHATI,370
08-10-03,3,PATNA,350
08-10-03,3,SHILLONG,300
08-10-03,3,AIZAWL,660
08-10-03,3,BHUBANESHWAR,280
08-10-03,3,CUTTACK,310
08-10-03,3,KOLKATA,280
08-10-03,3,AGARTALA,530
08-10-03,4,HYDERABAD,450
08-10-03,4,VIJAYAWADA,800
08-10-03,4,BANGALORE,430
08-10-03,4,THIRUVANANTHAPURAM,750
08-10-03,4,ERNAKULAM,750
08-10-03,4,CHENNAI,450
08-10-03,4,MADURAI,800
08-10-03,4,PONDICHERRY,550
15-10-03,1,HISAR,350
15-10-03,1,KARNAL,400
15-10-03,1,SHIMLA,725
15-10-03,1,MANDI,450
15-10-03,1,SRINAGAR,NA
15-10-03,1,JAMMU,NA
15-10-03,1,AMRITSAR,800
15-10-03,1,LUDHIANA,900
15-10-03,1,LUCKNOW,320
15-10-03,1,KANPUR,250
15-10-03,1,CHANDIGARH,170
15-10-03,1,DELHI,395
15-10-03,2,AHMEDABAD,500
15-10-03,2,RAJKOT,550
15-10-03,2,PANAJI,600
15-10-03,2,BHOPAL,NA
15-10-03,2,INDORE,NA
15-10-03,2,MUMBAI,490
15-10-03,2,NAGPUR,675
15-10-03,2,JAIPUR,375
15-10-03,2,JODHPUR,475
15-10-03,3,GUWAHATI,450
15-10-03,3,PATNA,350
15-10-03,3,SHILLONG,350
15-10-03,3,AIZAWL,660
15-10-03,3,BHUBANESHWAR,350
15-10-03,3,CUTTACK,360
15-10-03,3,KOLKATA,340
15-10-03,3,AGARTALA,550
15-10-03,4,HYDERABAD,500
15-10-03,4,VIJAYAWADA,750
15-10-03,4,BANGALORE,430
15-10-03,4,THIRUVANANTHAPURAM,750
15-10-03,4,ERNAKULAM,750
15-10-03,4,CHENNAI,450
15-10-03,4,MADURAI,800
15-10-03,4,PONDICHERRY,550
22-10-03,1,HISAR,350
22-10-03,1,KARNAL,400
22-10-03,1,SHIMLA,725
22-10-03,1,MANDI,450
22-10-03,1,SRINAGAR,NA
22-10-03,1,JAMMU,NA
22-10-03,1,AMRITSAR,850
22-10-03,1,LUDHIANA,850
22-10-03,1,LUCKNOW,300
22-10-03,1,KANPUR,250
22-10-03,1,CHANDIGARH,170
22-10-03,1,DELHI,410
22-10-03,2,AHMEDABAD,400
22-10-03,2,RAJKOT,500
22-10-03,2,PANAJI,600
22-10-03,2,BHOPAL,NA
22-10-03,2,INDORE,NA
22-10-03,2,MUMBAI,540
22-10-03,2,NAGPUR,675
22-10-03,2,JAIPUR,375
22-10-03,2,JODHPUR,475
22-10-03,3,GUWAHATI,370
22-10-03,3,PATNA,400
22-10-03,3,SHILLONG,300
22-10-03,3,AIZAWL,700
22-10-03,3,BHUBANESHWAR,300
22-10-03,3,CUTTACK,350
22-10-03,3,KOLKATA,300
22-10-03,3,AGARTALA,500
22-10-03,4,HYDERABAD,500
22-10-03,4,VIJAYAWADA,750
22-10-03,4,BANGALORE,430
22-10-03,4,THIRUVANANTHAPURAM,765
22-10-03,4,ERNAKULAM,700
22-10-03,4,CHENNAI,400
22-10-03,4,MADURAI,800
22-10-03,4,PONDICHERRY,550
29-10-03,1,HISAR,350
29-10-03,1,KARNAL,400
29-10-03,1,SHIMLA,725
29-10-03,1,MANDI,450
29-10-03,1,SRINAGAR,NA
29-10-03,1,JAMMU,NA
29-10-03,1,AMRITSAR,850
29-10-03,1,LUDHIANA,850
29-10-03,1,LUCKNOW,300
29-10-03,1,KANPUR,250
29-10-03,1,CHANDIGARH,170
29-10-03,1,DELHI,500
29-10-03,2,AHMEDABAD,400
29-10-03,2,RAJKOT,700
29-10-03,2,PANAJI,550
29-10-03,2,BHOPAL,250
29-10-03,2,INDORE,260
29-10-03,2,MUMBAI,525
29-10-03,2,NAGPUR,663
29-10-03,2,JAIPUR,375
29-10-03,2,JODHPUR,475
29-10-03,3,GUWAHATI,400
29-10-03,3,PATNA,400
29-10-03,3,SHILLONG,300
29-10-03,3,AIZAWL,700
29-10-03,3,BHUBANESHWAR,350
29-10-03,3,CUTTACK,350
29-10-03,3,KOLKATA,300
29-10-03,3,AGARTALA,550
29-10-03,4,HYDERABAD,500
29-10-03,4,VIJAYAWADA,750
29-10-03,4,BANGALORE,430
29-10-03,4,THIRUVANANTHAPURAM,765
29-10-03,4,ERNAKULAM,700
29-10-03,4,CHENNAI,400
29-10-03,4,MADURAI,800
29-10-03,4,PONDICHERRY,550
05-11-03,1,HISAR,350
05-11-03,1,KARNAL,500
05-11-03,1,SHIMLA,725
05-11-03,1,MANDI,450
05-11-03,1,SRINAGAR,NA
05-11-03,1,JAMMU,NA
05-11-03,1,AMRITSAR,850
05-11-03,1,LUDHIANA,850
05-11-03,1,LUCKNOW,300
05-11-03,1,KANPUR,250
05-11-03,1,CHANDIGARH,170
05-11-03,1,DELHI,450
05-11-03,2,AHMEDABAD,500
05-11-03,2,RAJKOT,500
05-11-03,2,PANAJI,550
05-11-03,2,BHOPAL,250
05-11-03,2,INDORE,260
05-11-03,2,MUMBAI,400
05-11-03,2,NAGPUR,415
05-11-03,2,JAIPUR,350
05-11-03,2,JODHPUR,450
05-11-03,3,GUWAHATI,500
05-11-03,3,PATNA,400
05-11-03,3,SHILLONG,325
05-11-03,3,AIZAWL,700
05-11-03,3,BHUBANESHWAR,450
05-11-03,3,CUTTACK,460
05-11-03,3,KOLKATA,320
05-11-03,3,AGARTALA,550
05-11-03,4,HYDERABAD,500
05-11-03,4,VIJAYAWADA,750
05-11-03,4,BANGALORE,450
05-11-03,4,THIRUVANANTHAPURAM,765
05-11-03,4,ERNAKULAM,700
05-11-03,4,CHENNAI,400
05-11-03,4,MADURAI,800
05-11-03,4,PONDICHERRY,650
12-11-03,1,HISAR,350
12-11-03,1,KARNAL,400
12-11-03,1,SHIMLA,625
12-11-03,1,MANDI,450
12-11-03,1,SRINAGAR,NA
12-11-03,1,JAMMU,NA
12-11-03,1,AMRITSAR,250
12-11-03,1,LUDHIANA,250
12-11-03,1,LUCKNOW,250
12-11-03,1,KANPUR,250
12-11-03,1,CHANDIGARH,170
12-11-03,1,DELHI,450
12-11-03,2,AHMEDABAD,400
12-11-03,2,RAJKOT,500
12-11-03,2,PANAJI,500
12-11-03,2,BHOPAL,250
12-11-03,2,INDORE,260
12-11-03,2,MUMBAI,525
12-11-03,2,NAGPUR,475
12-11-03,2,JAIPUR,300
12-11-03,2,JODHPUR,450
12-11-03,3,GUWAHATI,420
12-11-03,3,PATNA,400
12-11-03,3,SHILLONG,325
12-11-03,3,AIZAWL,700
12-11-03,3,BHUBANESHWAR,400
12-11-03,3,CUTTACK,430
12-11-03,3,KOLKATA,380
12-11-03,3,AGARTALA,550
12-11-03,4,HYDERABAD,500
12-11-03,4,VIJAYAWADA,750
12-11-03,4,BANGALORE,600
12-11-03,4,THIRUVANANTHAPURAM,745
12-11-03,4,ERNAKULAM,700
12-11-03,4,CHENNAI,400
12-11-03,4,MADURAI,800
12-11-03,4,PONDICHERRY,650
19-11-03,1,HISAR,350
19-11-03,1,KARNAL,400
19-11-03,1,SHIMLA,550
19-11-03,1,MANDI,450
19-11-03,1,SRINAGAR,NA
19-11-03,1,JAMMU,NA
19-11-03,1,AMRITSAR,250
19-11-03,1,LUDHIANA,250
19-11-03,1,LUCKNOW,225
19-11-03,1,KANPUR,220
19-11-03,1,CHANDIGARH,170
19-11-03,1,DELHI,290
19-11-03,2,AHMEDABAD,400
19-11-03,2,RAJKOT,500
19-11-03,2,PANAJI,500
19-11-03,2,BHOPAL,250
19-11-03,2,INDORE,260
19-11-03,2,MUMBAI,360
19-11-03,2,NAGPUR,475
19-11-03,2,JAIPUR,300
19-11-03,2,JODHPUR,400
19-11-03,3,GUWAHATI,380
19-11-03,3,PATNA,400
19-11-03,3,SHILLONG,300
19-11-03,3,AIZAWL,700
19-11-03,3,BHUBANESHWAR,380
19-11-03,3,CUTTACK,400
19-11-03,3,KOLKATA,400
19-11-03,3,AGARTALA,550
19-11-03,4,HYDERABAD,500
19-11-03,4,VIJAYAWADA,750
19-11-03,4,BANGALORE,460
19-11-03,4,THIRUVANANTHAPURAM,745
19-11-03,4,ERNAKULAM,700
19-11-03,4,CHENNAI,400
19-11-03,4,MADURAI,800
19-11-03,4,PONDICHERRY,650
26-11-03,1,HISAR,300
26-11-03,1,KARNAL,400
26-11-03,1,SHIMLA,625
26-11-03,1,MANDI,450
26-11-03,1,SRINAGAR,NA
26-11-03,1,JAMMU,NA
26-11-03,1,AMRITSAR,250
26-11-03,1,LUDHIANA,250
26-11-03,1,LUCKNOW,220
26-11-03,1,KANPUR,200
26-11-03,1,CHANDIGARH,180
26-11-03,1,DELHI,265
26-11-03,2,AHMEDABAD,400
26-11-03,2,RAJKOT,500
26-11-03,2,PANAJI,500
26-11-03,2,BHOPAL,250
26-11-03,2,INDORE,260
26-11-03,2,MUMBAI,450
26-11-03,2,NAGPUR,475
26-11-03,2,JAIPUR,300
26-11-03,2,JODHPUR,400
26-11-03,3,GUWAHATI,380
26-11-03,3,PATNA,400
26-11-03,3,SHILLONG,400
26-11-03,3,AIZAWL,700
26-11-03,3,BHUBANESHWAR,400
26-11-03,3,CUTTACK,400
26-11-03,3,KOLKATA,400
26-11-03,3,AGARTALA,550
26-11-03,4,HYDERABAD,500
26-11-03,4,VIJAYAWADA,750
26-11-03,4,BANGALORE,460
26-11-03,4,THIRUVANANTHAPURAM,740
26-11-03,4,ERNAKULAM,700
26-11-03,4,CHENNAI,550
26-11-03,4,MADURAI,700
26-11-03,4,PONDICHERRY,750
03-12-03,1,HISAR,300
03-12-03,1,KARNAL,300
03-12-03,1,SHIMLA,NA
03-12-03,1,MANDI,450
03-12-03,1,SRINAGAR,NA
03-12-03,1,JAMMU,NA
03-12-03,1,AMRITSAR,250
03-12-03,1,LUDHIANA,250
03-12-03,1,LUCKNOW,210
03-12-03,1,KANPUR,200
03-12-03,1,CHANDIGARH,180
03-12-03,1,DELHI,260
03-12-03,2,AHMEDABAD,400
03-12-03,2,RAJKOT,500
03-12-03,2,PANAJI,500
03-12-03,2,BHOPAL,400
03-12-03,2,INDORE,500
03-12-03,2,MUMBAI,475
03-12-03,2,NAGPUR,475
03-12-03,2,JAIPUR,300
03-12-03,2,JODHPUR,400
03-12-03,3,GUWAHATI,400
03-12-03,3,PATNA,400
03-12-03,3,SHILLONG,400
03-12-03,3,AIZAWL,700
03-12-03,3,BHUBANESHWAR,380
03-12-03,3,CUTTACK,380
03-12-03,3,KOLKATA,380
03-12-03,3,AGARTALA,550
03-12-03,4,HYDERABAD,500
03-12-03,4,VIJAYAWADA,750
03-12-03,4,BANGALORE,500
03-12-03,4,THIRUVANANTHAPURAM,845
03-12-03,4,ERNAKULAM,750
03-12-03,4,CHENNAI,550
03-12-03,4,MADURAI,700
03-12-03,4,PONDICHERRY,850
10-12-03,1,HISAR,300
10-12-03,1,KARNAL,250
10-12-03,1,SHIMLA,NA
10-12-03,1,MANDI,450
10-12-03,1,SRINAGAR,NA
10-12-03,1,JAMMU,NA
10-12-03,1,AMRITSAR,250
10-12-03,1,LUDHIANA,250
10-12-03,1,LUCKNOW,210
10-12-03,1,KANPUR,200
10-12-03,1,CHANDIGARH,180
10-12-03,1,DELHI,225
10-12-03,2,AHMEDABAD,500
10-12-03,2,RAJKOT,500
10-12-03,2,PANAJI,600
10-12-03,2,BHOPAL,400
10-12-03,2,INDORE,500
10-12-03,2,MUMBAI,475
10-12-03,2,NAGPUR,475
10-12-03,2,JAIPUR,275
10-12-03,2,JODHPUR,350
10-12-03,3,GUWAHATI,400
10-12-03,3,PATNA,400
10-12-03,3,SHILLONG,400
10-12-03,3,AIZAWL,700
10-12-03,3,BHUBANESHWAR,380
10-12-03,3,CUTTACK,380
10-12-03,3,KOLKATA,420
10-12-03,3,AGARTALA,600
10-12-03,4,HYDERABAD,500
10-12-03,4,VIJAYAWADA,750
10-12-03,4,BANGALORE,700
10-12-03,4,THIRUVANANTHAPURAM,790
10-12-03,4,ERNAKULAM,750
10-12-03,4,CHENNAI,550
10-12-03,4,MADURAI,700
10-12-03,4,PONDICHERRY,850
17-12-03,1,HISAR,300
17-12-03,1,KARNAL,300
17-12-03,1,SHIMLA,NA
17-12-03,1,MANDI,450
17-12-03,1,SRINAGAR,NA
17-12-03,1,JAMMU,NA
17-12-03,1,AMRITSAR,250
17-12-03,1,LUDHIANA,250
17-12-03,1,LUCKNOW,170
17-12-03,1,KANPUR,150
17-12-03,1,CHANDIGARH,180
17-12-03,1,DELHI,425
17-12-03,2,AHMEDABAD,400
17-12-03,2,RAJKOT,600
17-12-03,2,PANAJI,600
17-12-03,2,BHOPAL,400
17-12-03,2,INDORE,500
17-12-03,2,MUMBAI,400
17-12-03,2,NAGPUR,475
17-12-03,2,JAIPUR,275
17-12-03,2,JODHPUR,350
17-12-03,3,GUWAHATI,500
17-12-03,3,PATNA,400
17-12-03,3,SHILLONG,400
17-12-03,3,AIZAWL,700
17-12-03,3,BHUBANESHWAR,380
17-12-03,3,CUTTACK,380
17-12-03,3,KOLKATA,420
17-12-03,3,AGARTALA,500
17-12-03,4,HYDERABAD,500
17-12-03,4,VIJAYAWADA,750
17-12-03,4,BANGALORE,600
17-12-03,4,THIRUVANANTHAPURAM,765
17-12-03,4,ERNAKULAM,700
17-12-03,4,CHENNAI,550
17-12-03,4,MADURAI,700
17-12-03,4,PONDICHERRY,650
24-12-03,1,HISAR,300
24-12-03,1,KARNAL,300
24-12-03,1,SHIMLA,NA
24-12-03,1,MANDI,420
24-12-03,1,SRINAGAR,NA
24-12-03,1,JAMMU,NA
24-12-03,1,AMRITSAR,250
24-12-03,1,LUDHIANA,250
24-12-03,1,LUCKNOW,170
24-12-03,1,KANPUR,150
24-12-03,1,CHANDIGARH,180
24-12-03,1,DELHI,365
24-12-03,2,AHMEDABAD,500
24-12-03,2,RAJKOT,600
24-12-03,2,PANAJI,600
24-12-03,2,BHOPAL,400
24-12-03,2,INDORE,500
24-12-03,2,MUMBAI,400
24-12-03,2,NAGPUR,475
24-12-03,2,JAIPUR,275
24-12-03,2,JODHPUR,350
24-12-03,3,GUWAHATI,350
24-12-03,3,PATNA,400
24-12-03,3,SHILLONG,400
24-12-03,3,AIZAWL,700
24-12-03,3,BHUBANESHWAR,380
24-12-03,3,CUTTACK,380
24-12-03,3,KOLKATA,420
24-12-03,3,AGARTALA,500
24-12-03,4,HYDERABAD,500
24-12-03,4,VIJAYAWADA,750
24-12-03,4,BANGALORE,700
24-12-03,4,THIRUVANANTHAPURAM,765
24-12-03,4,ERNAKULAM,700
24-12-03,4,CHENNAI,550
24-12-03,4,MADURAI,700
24-12-03,4,PONDICHERRY,650
31-12-03,1,HISAR,250
31-12-03,1,KARNAL,300
31-12-03,1,SHIMLA,NA
31-12-03,1,MANDI,400
31-12-03,1,SRINAGAR,NA
31-12-03,1,JAMMU,NA
31-12-03,1,AMRITSAR,250
31-12-03,1,LUDHIANA,250
31-12-03,1,LUCKNOW,180
31-12-03,1,KANPUR,150
31-12-03,1,CHANDIGARH,180
31-12-03,1,DELHI,360
31-12-03,2,AHMEDABAD,400
31-12-03,2,RAJKOT,400
31-12-03,2,PANAJI,750
31-12-03,2,BHOPAL,400
31-12-03,2,INDORE,500
31-12-03,2,MUMBAI,475
31-12-03,2,NAGPUR,325
31-12-03,2,JAIPUR,275
31-12-03,2,JODHPUR,325
31-12-03,3,GUWAHATI,450
31-12-03,3,PATNA,400
31-12-03,3,SHILLONG,400
31-12-03,3,AIZAWL,700
31-12-03,3,BHUBANESHWAR,400
31-12-03,3,CUTTACK,380
31-12-03,3,KOLKATA,420
31-12-03,3,AGARTALA,500
31-12-03,4,HYDERABAD,400
31-12-03,4,VIJAYAWADA,750
